ï»¿web-scraper-order,web-scraper-start-url,department,department-href,courseprefix,course_id,title,lectures,labs,units,prequisites,concurrent,corequisites,recommended,term_offered,description,,
1539934824-1011,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 351,Typesetting with LaTeX,1,,1,Junior standing,,,,W,"Preparing documents, especially mathematical ones, using LaTeX and AMS-LaTeX.  Credit/No Credit grading only.  1 lecture.",,
1539934824-1012,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 370,Putnam Exam Seminar,,,2,Consent of instructor,,,,F,Directed group study of mathematical problem solving techniques.  Open to undergraduate students only.  Class members are expected to participate in the annual William Lowell Putnam Mathematical Competition.  Course may be repeated up to eight units.  2 seminars.,,
1539934824-1013,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 371,Math Modeling Seminar,,,2,Consent of instructor,,,,W,Directed group study of mathematical modeling techniques.  Open to undergraduate students only.  Class members are expected to participate in the annual Mathematical Competition in Modeling.  Total credit limited to 8 units.  2 seminars.,,
1539934824-1014,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 400,Special Problems for Advanced Undergraduates,,,1-4,Junior standing and consent of department chair,,,,"F,W,SP,SU","Individual investigation, research, studies, or surveys of selected problems.  Total credit limited to 8 units.",,
1539934824-1015,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 404,Introduction to Differential Geometry,4,,4,MATH 304,,,,F,"Theory of curves and surfaces in space.  Topics such as Frenet formulas, curvature, geodesics, Cartan structural equations, Gauss-Bonnet Theorem.  4 lectures.",,
1539934824-1016,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 406,Linear Algebra III,4,,4,MATH 306,,,,SP,Rigorous development of real and complex inner product spaces.  Orthogonal bases and direct sums of subspaces.  Linear transformations on inner product spaces.  Properties of self-adjoint and normal operators.  Additional topics such as the Jordan Decomposition Theorem and the Spectral Theorem.  4 lectures.,,
1539934824-1017,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 408,Complex Analysis I,4,,4,"MATH 242, or MATH 241 and MATH 244",,,,F,"Elementary analytic functions and mappings.  Cauchy's Integral Theorem; Poisson's Integral Formula.  Taylor and Laurent series, theory of residues, and the evaluation of integrals.  Harmonic functions, conformal mappings.  4 lectures.  Fulfills GE B6.",,
1539934824-1018,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 409,Complex Analysis II,4,,4,MATH 408,,,,W,"Elementary analytic functions and mappings.  Cauchy's Integral Theorem; Poisson's Integral Formula.  Taylor and Laurent series, theory of residues, and the evaluation of integrals.  Harmonic functions, conformal mappings.  4 lectures.",,
1539934824-1019,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 412,Introduction to Analysis I,4,,4,MATH 306,,,,"F, W","Introduction to concepts and methods basic to real analysis.  Topics such as the real number system, sequences, continuity, uniform continuity and differentiation.  4 lectures.",,
1539934824-1020,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 413,Introduction to Analysis II,4,,4,MATH 412,,,,W,"A continuation of Introduction to Analysis I covering such topics as integration, infinite series, uniform convergence and functions of several variables.  4 lectures.",,
1539934824-1021,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 414,Introduction to Analysis III,4,,4,MATH 413,,,,SP,Continuation of Introduction to Analysis II covering such topics as differentiation and integration of functions of several variables and other advanced topics.  4 lectures.,,
1539934824-1022,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 416,Differential Equations II,4,,4,"MATH 206 and MATH 242, or MATH 241 and MATH 244",,,,"F, W","Qualitative theory of ordinary differential equations:  Existence and Uniqueness Theorem, phase portraits, limit sets, stability of fixed points and periodic orbits, energy functions, Poincare-Bendixson Theorem, Poincare maps, bifurcations, attractors, chaos.  4 lectures.",,
1539934824-1023,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 418,Partial Differential Equations,4,,4,MATH 344,,,MATH 304,"F, SP","Mathematical formulation of physical laws.  Separation of variables.  Orthogonal functions and generalized Fourier series.  Bessel functions, Legendre polynomials.  Sturm-Liouville problem.  Boundary value problems; nonhomogeneous techniques.  Applications to heat flow, potential theory, vibrating strings and membranes.  4 lectures.",,
1539934824-1024,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 419,Introduction to the History of Mathematics,4,,4,"MATH 248 with a grade of C- or better and at least one upper division course in mathematics, or consent of instructor",,,,W,"Evolution of mathematics from earliest to modern times.  Major trends in mathematical thought, the interplay of mathematical and technological innovations, and the contributions of great mathematicians.  Appropriate for prospective and in-service teachers.  4 lectures.",,
1539934824-1025,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 422,Introduction to Analysis I Workshop,,1,1,,Enrollment in the associated section of MATH 412,,,TBD,Facilitated study and discussion of the methods and techniques of proof in introductory analysis.  Credit/No Credit grading only.  1 laboratory.,,
1539934824-1026,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 423,Advanced Mathematics for Teaching,4,,4,MATH 442 and MATH 481,,,,SP,"Introduction to mathematics education research and advanced exploration of the mathematics taught in California's public high schools and middle schools through problem analysis, concept analysis, and problem connections.  4 lectures.",,
1539934824-1027,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 424,Organizing and Teaching Mathematics,4,,4,Acceptance into the Mathematics Single Subject Credential Program,,,,F,"Organization, selection, presentation, application and interpretation of subject matter in mathematics.  Introduction to current issues in mathematics education.  For students who will be teaching in secondary schools.  Credit/No Credit grading only.  4 lectures.",,
1539934824-1028,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 425,Mathematics Student Teaching Seminar,,,2,Acceptance into Step II of the Single Subject Credential Program in Mathematics,EDUC 469 or EDUC 479,,,"W, SP","Principles and practice in effective teaching of mathematics at the middle and high school level, learning theories, curriculum content and structure, classroom issues, and the teaching profession.  Credit/No Credit grading only.  Total credit limited to 4 units.  2 seminars.",,
1539934824-1029,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 435,Discrete Mathematics with Applications I,4,,4,"MATH 248 with a grade of C- or better and MATH 336, or consent of instructor",,,,F,"Methods of discrete mathematics with applications.  Generating functions and Lagrange inversion, partition theory, permutation statistics and q-analogues, posets and Moebius inversion.  Additional topics including lattice paths and basic hypergeometric series.  4 lectures.  Not open to students with credit in MATH 530.",,
1539934824-1030,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 436,Discrete Math with Applications II,4,,4,MATH 435,,MATH 482,,TBD,"Methods of discrete mathematics with applications.  Polya theory, codes, designs, matroids, the combinatorics of symmetric functions, and tableaux combinatorics.  Additional topics including transversals and Latin squares, asymptotics, and discrete probability theory.  4 lectures.  Not open to students with credit in MATH 531.",,
1539934824-1031,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 437,Game Theory,4,,4,"MATH 206 or MATH 244, and MATH 248 with a grade of C- or better, or consent of instructor",,,,SP,"Development of the mathematical concepts, techniques, and models used to investigate optimal strategies in competitive situations; games in extensive, normal, and characteristic form, Nash equilibrium points and Nash Bargaining Model.  4 lectures.",,
1539934824-1032,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 440,Topology I,4,,4,MATH 412,,MATH 481,,W,"Introduction to general topological spaces with emphasis on surfaces and manifolds.  Open and closed sets, continuity, compactness, connectedness.  Quotient spaces.  4 lectures.  Not open to students with credit in MATH 540.",,
1539934824-1033,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 441,Topology II,4,,4,MATH 440,,,,TBD,"Introduction to general topological spaces with emphasis on surfaces and manifolds.  Fundamental group.  Triangulations of spaces, classification of surfaces.  Other topics may include covering spaces, simplicial homology, homotopy theory and topics from differential topology.  4 lectures.  Not open to students with credit in MATH 541.",,
1539934824-1034,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 442,Euclidean Geometry,4,,4,MATH 248 with a grade of C- or better or consent of instructor,,,MATH 300 or familiarity with dynamic geometry software,W,"Foundations of Euclidean geometry, finite geometries, congruence, similarities, polygonal regions, circles and spheres.  Constructions, mensuration, the parallel postulate.  Appropriate for prospective and in-service mathematics teachers.  4 lectures.",,
1539934824-1035,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 443,Modern Geometries,4,,4,MATH 442,,,,SP,"Non-Euclidean and projective geometries.  Properties of parallels, biangles, Saccheri and Lambert quadrilaterals, angle-sum and area.  Limiting curves:  hyperbolic trigonometry, duality, perspectivity, quadrangles, fundamental theorems of projective geometry, conics.  4 lectures.",,
1539934824-1036,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 451,Numerical Analysis I,4,,4,"MATH 206 and MATH 242, or MATH 241 and MATH 244, and an introductory college-level programming course",,,,W,"Topics in interpolation and approximation methods, initial value problems, and boundary value problems of ordinary differential equations.  4 lectures.",,
1539934824-1037,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 452,Numerical Analysis II,4,,4,MATH 451,,,,SP,"Numerical techniques for solving partial differential equations of the parabolic, hyperbolic and elliptic type.  Further topics in approximation theory.  4 lectures.",,
1539934824-1038,http://catalog.calpoly.edu/coursesaz,Mathematics (MATH),http://catalog.calpoly.edu/coursesaz/math/,MATH,MATH 453,Numerical Optimization,4,,4,MATH 306 and MATH 451,,,,SP,"Algorithms for solving optimization problems that cannot be solved analytically.  Descent algorithms including exact and practical line-searches, steepest descent method, and Newton and quasi-Newton methods for unconstrained minimization.  Optimality conditions for constrained optimization, linear programming.  Projection and Lagrangian methods, and interior point methods for constrained minimization.  4 lectures.",,
